산업군,고객사,제품구분,재고품질상태,상태사유,사업장,제품군,창고코드,LOT NO,품번,Item desc,제품명,수량,중량,단위,거래처,부동개월,폭,두께,높이,재고생성일,창고입고일,창고경과일
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220425003,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,2,22.45,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220425004,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220425005,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220425006,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,2,22.45,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220425007,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,2,22.45,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220425008,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,10,112.27,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220425009,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220425010,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,2,22.45,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220425011,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,2,22.45,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220425012,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220425013,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220425014,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,2,22.45,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220425015,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,2,22.45,EA,1232:모비스,1,249,0.25,90,2022-04-24,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR44220427017,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,13,145.95,EA,1232:모비스,0,249,0.25,90,2022-04-27,2022-04-27,28
구동,,반제품,합격,,천안,MT,404,HSM1PR44220428009,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,9,101.04,EA,1232:모비스,0,249,0.25,90,2022-04-27,2022-04-28,27
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR44220428012,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,9,101.04,EA,1232:모비스,0,249,0.25,90,2022-04-28,2022-05-25,00
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR44220428013,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-04-28,2022-04-28,27
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR44220428014,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,4,44.91,EA,1232:모비스,0,249,0.25,90,2022-04-28,2022-04-28,27
구동,,반제품,합격,,천안,MT,404,HSM1PR44220505008,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,6,67.36,EA,1232:모비스,0,249,0.25,90,2022-04-27,2022-05-05,20
구동,,반제품,합격,,천안,MT,404,HSM1PR44220507023,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,6,67.36,EA,1232:모비스,0,249,0.25,90,2022-05-07,2022-05-07,18
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220508001,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,12,134.72,EA,1232:모비스,0,249,0.25,90,2022-05-07,2022-05-08,17
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220508002,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-07,2022-05-08,17
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220508003,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,2,22.45,EA,1232:모비스,0,249,0.25,90,2022-05-07,2022-05-08,17
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220508004,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,2,22.45,EA,1232:모비스,0,249,0.25,90,2022-05-07,2022-05-08,17
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220508005,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-07,2022-05-08,17
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220508006,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-07,2022-05-08,17
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220508007,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,2,22.45,EA,1232:모비스,0,249,0.25,90,2022-05-07,2022-05-08,17
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220508008,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,2,22.45,EA,1232:모비스,0,249,0.25,90,2022-05-07,2022-05-08,17
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220508009,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-07,2022-05-08,17
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220508010,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,9,101.04,EA,1232:모비스,0,249,0.25,90,2022-05-07,2022-05-08,17
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR44220508013,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,9,101.04,EA,1232:모비스,0,249,0.25,90,2022-05-08,2022-05-08,17
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR44220508014,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,4,44.91,EA,1232:모비스,0,249,0.25,90,2022-05-08,2022-05-08,17
구동,,반제품,합격,,천안,MT,404,HSM1PR44220513010,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-13,2022-05-13,12
구동,,반제품,합격,,천안,MT,404,HSM1PR44220515009,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-14,2022-05-15,10
구동,,반제품,합격,,천안,MT,404,HSM1PR44220515010,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,5,56.13,EA,1232:모비스,0,249,0.25,90,2022-05-14,2022-05-15,10
구동,,반제품,합격,,천안,MT,404,HSM1PR44220515011,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,13,145.95,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-15,10
구동,,반제품,합격,,천안,MT,404,HSM1PR44220515012,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-15,10
구동,,반제품,합격,,천안,MT,404,HSM1PR44220515013,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-15,10
구동,,반제품,합격,,천안,MT,404,HSM1PR44220515014,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-15,10
구동,,반제품,합격,,천안,MT,404,HSM1PR44220515015,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-15,10
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220515023,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-15,10
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220515024,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-15,10
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220515025,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,4,44.91,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-15,10
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220515026,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-15,10
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220515027,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-15,10
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220515028,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,4,44.91,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-15,10
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220515029,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-15,10
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220516001,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-16,09
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220516002,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,4,44.91,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-16,09
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220516003,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-16,09
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220516004,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-16,09
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220516005,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,4,44.91,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-16,09
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220516006,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-16,09
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220516007,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-16,09
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220516008,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,4,44.91,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-16,09
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220516009,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-16,09
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220516010,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-16,09
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220516011,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,4,44.91,EA,1232:모비스,0,249,0.25,90,2022-05-15,2022-05-16,09
구동,,반제품,합격,포장대기,천안,MT,404,HSM1PR44220516018,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-16,2022-05-16,09
구동,,반제품,합격,포장대기,천안,MT,404,HSM1PR44220516019,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-16,2022-05-16,09
구동,,반제품,합격,포장대기,천안,MT,404,HSM1PR44220516020,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,4,44.91,EA,1232:모비스,0,249,0.25,90,2022-05-16,2022-05-16,09
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220516026,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-16,2022-05-16,09
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220516027,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-16,2022-05-16,09
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220516028,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,4,44.91,EA,1232:모비스,0,249,0.25,90,2022-05-16,2022-05-16,09
구동,,반제품,합격,,천안,MT,404,HSM1PR44220517002,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-16,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR44220517003,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-16,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR44220517013,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,14,157.18,EA,1232:모비스,0,249,0.25,90,2022-05-17,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR44220517014,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-17,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR44220517019,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-17,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR44220517020,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-17,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR44220517021,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-17,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR44220517023,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-17,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR44220517024,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,17,190.86,EA,1232:모비스,0,249,0.25,90,2022-05-17,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR44220518001,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,1,11.23,EA,1232:모비스,0,249,0.25,90,2022-05-17,2022-05-18,07
구동,,반제품,합격,,천안,MT,404,HSM1PR44220518002,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-17,2022-05-18,07
구동,,반제품,합격,각인대기,천안,MT,404,HSM1PR44220518007,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,5,56.13,EA,1232:모비스,0,249,0.25,90,2022-05-17,2022-05-18,07
구동,,반제품,합격,각인대기,천안,MT,404,HSM1PR44220518018,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,13,145.95,EA,1232:모비스,0,249,0.25,90,2022-05-18,2022-05-18,07
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR44220518027,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,6,67.36,EA,1232:모비스,0,249,0.25,90,2022-05-18,2022-05-18,07
구동,,반제품,합격,각인대기,천안,MT,404,HSM1PR44220519008,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,8,89.81,EA,1232:모비스,0,249,0.25,90,2022-05-18,2022-05-19,06
구동,,반제품,합격,각인미완료,천안,MT,404,HSM1PR44220519014,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,4,44.91,EA,1232:모비스,0,249,0.25,90,2022-05-19,2022-05-19,06
구동,,반제품,합격,각인미완료,천안,MT,404,HSM1PR44220519015,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,2,22.45,EA,1232:모비스,0,249,0.25,90,2022-05-19,2022-05-19,06
구동,,반제품,합격,각인미완료,천안,MT,404,HSM1PR44220519016,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,2,22.45,EA,1232:모비스,0,249,0.25,90,2022-05-19,2022-05-19,06
구동,,반제품,합격,각인미완료,천안,MT,404,HSM1PR44220519021,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,5,56.13,EA,1232:모비스,0,249,0.25,90,2022-05-19,2022-05-19,06
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR44220519029,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,18,202.08,EA,1232:모비스,0,249,0.25,90,2022-05-19,2022-05-19,06
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR44220519030,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,3,33.68,EA,1232:모비스,0,249,0.25,90,2022-05-19,2022-05-19,06
구동,,반제품,합격,,천안,MT,404,HSM1PR44220519031,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,1,11.23,EA,1232:모비스,0,249,0.25,90,2022-05-19,2022-05-19,06
구동,,반제품,합격,각인대기,천안,MT,404,HSM1PR44220520006,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,3,33.68,EA,1232:모비스,0,249,0.25,90,2022-05-19,2022-05-20,05
구동,,반제품,합격,각인대기,천안,MT,404,HSM1PR44220520015,HPSM024903,MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*90_(NE-EV 전륜)_Stator_25PNX1250F,7,78.59,EA,1232:모비스,0,249,0.25,90,2022-05-20,2022-05-20,05
